x,"y
"
2019-04-04 00:02:29,11926695
2019-04-05 00:02:15,11940486
2019-04-06 00:01:43,12454147
2019-04-07 00:02:04,12955908
2019-04-08 00:02:15,13658674
2019-04-09 00:02:09,13650153
2019-04-10 00:02:21,13650298
2019-04-11 00:03:49,13634539
2019-04-12 00:03:39,13615207
2019-04-13 00:01:27,13579404
2019-04-14 00:06:00,13535451
2019-04-15 00:01:59,13716023
2019-04-16 00:02:31,13703964
2019-04-17 00:02:43,14482420
2019-04-18 00:15:44,14459981
2019-04-19 00:02:36,14434937
2019-04-20 00:02:39,14410000
2019-04-21 00:02:40,14332761
2019-04-22 00:02:29,14287157
2019-04-23 00:05:08,14265499
2019-04-24 00:05:21,14301443
2019-04-25 00:05:51,14288682
2019-04-26 00:02:59,14262875
2019-04-27 00:02:42,14236398
2019-04-28 00:03:37,22708257
2019-04-29 00:04:59,22689418
2019-04-30 00:03:19,22657233
2019-05-01 00:03:29,22632159
2019-05-02 00:02:42,22558814
2019-05-03 00:01:38,22515336
2019-05-04 00:03:54,22471891
2019-05-05 00:03:31,22430220
2019-05-06 00:02:10,22386218
2019-05-07 00:04:47,22341272
2019-05-08 00:04:57,22274324
2019-05-09 00:03:56,22247466
2019-05-10 00:02:25,22203663
2019-05-11 00:04:53,22094039
2019-05-12 00:02:51,22069693
2019-05-13 00:04:22,22033147
2019-05-14 00:02:26,21986923
2019-05-15 00:03:41,21894592
2019-05-16 00:03:24,21849601
2019-05-17 00:05:35,21752080
2019-05-18 00:03:55,21709260
2019-05-19 00:03:57,21621249
2019-05-20 00:03:24,21481103
2019-05-21 00:03:57,21419758
2019-05-22 00:05:35,21274414
2019-05-23 00:09:07,21157844
2019-05-24 00:24:36,21109334
2019-05-25 00:29:55,21122380
2019-05-26 00:49:40,21074084
2019-05-27 00:29:28,21047469
2019-05-28 00:24:38,21015060
2019-05-29 00:27:36,20987591
2019-05-30 00:16:46,20951807
2019-05-31 00:26:34,20916988
2019-06-01 00:27:43,20868277
2019-06-02 00:24:27,14715353
2019-06-03 00:42:36,14726077
2019-06-04 00:28:28,14679768
2019-06-05 00:30:57,14663930
2019-06-06 00:19:26,14643550
2019-06-07 00:15:56,14595771
2019-06-08 01:04:05,14569732
2019-06-09 00:50:43,14572033
2019-06-10 00:56:59,14633882
2019-06-11 00:19:24,14612242
2019-06-12 00:04:54,14570870
2019-06-13 00:06:50,14596304
2019-06-14 00:07:03,14602062
2019-06-15 00:03:28,14623095
2019-06-16 00:03:30,14651168
2019-06-17 00:42:31,14609776
2019-06-18 00:45:44,14583509
2019-06-19 00:28:01,14568298
2019-06-20 00:04:52,14447831
2019-06-21 00:06:55,14152194
2019-06-22 00:02:49,14118292
2019-06-23 00:01:58,14047284
2019-06-24 00:01:59,14047004
2019-06-25 00:03:13,14026661
2019-06-26 00:02:32,14080514
2019-06-27 00:02:25,14069255
2019-06-28 00:02:06,14038611
2019-06-29 00:02:08,14019645
2019-06-30 00:02:01,13992865
2019-07-01 00:03:28,13973402
2019-07-02 00:01:59,13972387
2019-07-03 00:02:08,13949741
2019-07-04 00:02:49,14221322
2019-07-05 00:01:56,14201815
2019-07-06 00:02:35,14180964
2019-07-07 00:02:33,14163721
2019-07-08 00:02:16,14137468
2019-07-09 00:01:57,14126804
2019-07-10 00:02:03,14109394
2019-07-11 00:02:05,14092660
2019-07-12 00:01:59,14076080
2019-07-13 00:02:37,14056537
2019-07-14 00:01:52,14043800
2019-07-15 00:02:28,14026042
2019-07-16 00:02:22,14008129
2019-07-17 00:02:38,14004108
2019-07-18 00:01:59,13980258
2019-07-19 00:02:42,13956906
2019-07-20 00:02:20,13965738
2019-07-21 00:01:49,13953944
2019-07-22 00:01:58,13949692
2019-07-23 00:02:11,13939769
2019-07-24 00:02:31,13910580
2019-07-25 00:03:00,13888971
2019-07-26 00:02:18,13871573
2019-07-27 00:02:01,13850376
2019-07-28 00:01:50,13799983
2019-07-29 00:01:53,13790066
2019-07-30 00:02:23,13764661
2019-07-31 00:03:07,13762785
2019-08-01 00:03:39,13744085
2019-08-02 00:03:13,13731207
2019-08-03 00:05:21,13705115
2019-08-04 00:03:08,13692017
2019-08-05 00:02:32,13676360
2019-08-06 00:03:03,13653463
2019-08-07 00:02:45,13641908
2019-08-08 00:03:01,13597551
2019-08-09 00:02:32,13574565
2019-08-10 00:06:10,13589514
2019-08-11 00:02:23,13572237
2019-08-12 00:06:35,13545353
2019-08-13 00:03:29,13530293
2019-08-14 00:02:21,13487024
2019-08-15 00:02:43,13471936
2019-08-16 00:03:44,13460395
2019-08-17 00:02:35,13440027
2019-08-18 00:02:26,13416026
2019-08-19 00:11:55,13384497
2019-08-20 00:03:13,13345030
2019-08-21 00:05:04,13323792
2019-08-22 00:05:57,13311968
2019-08-23 00:15:24,13247008
2019-08-24 00:02:32,13209937
2019-08-25 00:03:31,13183253
2019-08-26 00:02:47,13214383
2019-08-27 00:03:34,13201445
2019-08-28 00:03:56,13198105
2019-08-29 00:04:24,13187754
2019-08-30 00:03:57,13161640
2019-08-31 00:03:12,13149184
2019-09-01 00:10:02,13132380
2019-09-02 00:03:26,13117687
2019-09-03 00:04:03,13089520
2019-09-04 00:04:13,13118487
2019-09-05 00:04:56,13114888
2019-09-06 00:05:14,13106224
2019-09-07 00:04:38,13076699
2019-09-08 00:04:23,13152039
2019-09-09 00:04:15,13145436
2019-09-10 00:03:31,13148581
2019-09-11 00:03:39,13138504
2019-09-12 00:04:26,13110352
2019-09-13 00:07:49,13110446
2019-09-14 00:07:02,13014431
2019-09-15 00:04:36,13001908
2019-09-16 00:04:40,12995891
2019-09-17 00:05:30,12969977
2019-09-18 00:03:35,12958665
2019-09-19 00:03:22,12955417
2019-09-20 00:07:42,12950980
2019-09-21 00:05:28,12919577
2019-09-22 00:03:40,12920479
2019-09-23 00:05:46,12924756
2019-09-24 00:06:32,12934878
2019-09-25 00:07:20,12918282
2019-09-26 00:02:48,12912379
2019-09-27 00:07:09,12855794
2019-09-28 00:07:15,12751379
2019-09-29 00:08:42,12733685
2019-09-30 00:07:20,12676380
2019-10-01 00:04:23,12557900
2019-10-02 00:11:03,12541749
2019-10-03 00:09:17,12545937
2019-10-04 00:09:30,12547001
2019-10-05 00:06:48,12539337
2019-10-06 00:03:28,12546226
2019-10-07 00:10:06,12533487
2019-10-08 00:04:59,12654640
2019-10-09 00:10:07,12539953
2019-10-10 00:06:14,12538434
2019-10-11 00:05:00,12528307
2019-10-12 00:05:37,12529353
2019-10-13 00:08:05,12527293
2019-10-14 00:02:26,12525735
2019-10-15 00:04:44,12506688
2019-10-16 00:04:46,12507814
2019-10-17 00:06:07,12488816
2019-10-18 00:03:13,12458711
2019-10-19 00:03:33,12459701
2019-10-20 00:04:20,12453919
2019-10-21 00:04:30,12452217
2019-10-22 00:05:47,12462401
2019-10-23 00:02:12,12445291
2019-10-24 00:02:48,12442850
2019-10-25 00:03:07,12436180
2019-10-26 00:02:43,12441682
2019-10-27 00:03:44,12446396
2019-10-28 00:02:45,12434621
2019-10-29 00:03:04,12410314
2019-10-30 00:02:49,12416054
2019-10-31 00:03:06,12411120
2019-11-01 00:06:06,12417242
2019-11-02 00:03:09,12419279
2019-11-03 00:03:04,12418577
2019-11-04 00:05:57,12426823
2019-11-05 00:02:17,12357940
2019-11-06 00:02:27,12355431
2019-11-07 00:05:33,12392410
2019-11-08 00:03:12,12386723
2019-11-09 00:03:08,12406686
2019-11-10 00:02:50,12415363
2019-11-11 00:03:48,12425168
2019-11-12 00:03:00,12419742
2019-11-13 00:02:47,12426415
2019-11-14 00:03:08,12422063
2019-11-15 00:02:42,12416897
2019-11-16 00:02:43,12422755
2019-11-17 00:05:08,12431474
2019-11-18 00:04:05,12389234
2019-11-19 00:03:49,12391308
2019-11-20 00:02:31,12390687
2019-11-21 00:02:19,12401256
2019-11-22 00:03:22,12405920
2019-11-23 00:05:14,12396712
2019-11-24 00:02:17,12387471
2019-11-25 00:02:12,12379957
2019-11-26 00:03:40,12381894
2019-11-27 00:02:45,12369434
2019-11-28 00:04:09,12376343
2019-11-29 00:03:49,12297321
2019-11-30 00:02:48,12312248
2019-12-01 00:02:32,12321254
2019-12-02 00:02:33,12291400
2019-12-03 00:03:40,12300800
2019-12-04 00:03:15,12285931
2019-12-05 00:02:26,12297136
2019-12-06 00:02:22,12310495
2019-12-07 00:02:14,12316076
2019-12-08 00:14:09,12318647
2019-12-09 00:02:26,12329472
2019-12-10 00:15:12,12341892
2019-12-11 00:01:31,12361371
2019-12-12 00:01:41,12385017
2019-12-13 00:01:16,12386283
2019-12-14 00:01:52,12394529
2019-12-15 00:01:29,12397408
2019-12-16 00:01:24,12387752
2019-12-17 00:01:21,12381378
2019-12-18 00:01:34,12380796
2019-12-19 00:01:18,12411321
2019-12-20 00:01:16,12421052
2019-12-21 00:01:18,12425269
2019-12-22 00:01:23,12432121
2019-12-23 00:01:14,12432531
2019-12-24 00:01:21,12423185
2019-12-25 00:01:15,12426317
2019-12-26 00:01:21,12430372
2019-12-27 00:01:19,12431968
2019-12-28 00:01:21,12423719
2019-12-29 00:01:21,12416887
2019-12-30 00:01:31,12417833
2019-12-31 00:01:29,12398371
2020-01-01 00:01:45,12398085
2020-01-02 00:01:29,12400541
2020-01-03 00:01:35,12392822
2020-01-04 00:01:28,12379095
2020-01-05 00:01:36,12332766
2020-01-06 00:01:26,12338131
2020-01-07 00:01:41,12321913
2020-01-08 00:01:33,12300112
2020-01-09 00:01:36,12291016
2020-01-10 00:01:44,12321161
2020-01-11 00:01:58,12326315
2020-01-12 00:02:25,12315220
2020-01-13 00:02:28,12307239
2020-01-14 00:02:34,12280883
2020-01-15 00:02:57,12284010
2020-01-16 00:02:59,12235986
2020-01-17 00:02:46,12242151
2020-01-18 00:02:41,12241077
2020-01-19 00:02:24,12257985
2020-01-20 00:02:15,12272925
2020-01-21 00:02:06,12276648
2020-01-22 00:02:03,12263740
2020-01-23 00:01:59,12261985
2020-01-24 00:02:07,12264482
2020-01-25 00:01:51,12243423
2020-01-26 00:02:00,12247117
2020-01-27 00:02:02,12222408
2020-01-28 00:02:11,12221839
2020-01-29 00:02:03,12218322
2020-01-30 00:02:03,12219787
2020-01-31 00:02:01,12220225
2020-02-01 00:01:44,12223325
2020-02-02 00:01:32,12204625
2020-02-03 00:01:49,12187525
2020-02-04 00:01:41,12159339
2020-02-05 00:01:31,12164504
2020-02-06 00:02:29,11039626
2020-02-07 00:01:43,11010044
2020-02-08 00:01:30,10980869
2020-02-09 00:01:35,10946686
2020-02-10 00:00:51,10892016
2020-02-11 00:00:54,10850394
2020-02-12 00:00:51,10809015
2020-02-13 00:00:53,10765410
2020-02-14 00:00:53,10622370
2020-02-15 00:00:46,10537714
2020-02-16 00:00:49,10454047
2020-02-17 00:00:45,10367943
2020-02-18 00:00:44,10283856
2020-02-19 00:00:45,10187042
2020-02-20 00:00:45,10095691
2020-02-21 00:00:43,9963157
2020-02-22 00:00:40,9851557
2020-02-23 00:00:49,9759415
2020-02-24 00:00:47,8849537
2020-02-25 00:00:48,8797499
2020-02-26 00:00:47,8673160
2020-02-27 00:00:48,8562429
2020-02-28 00:00:48,8438486
2020-02-29 00:00:43,8347471
2020-03-01 00:00:51,8263441
2020-03-02 00:00:50,8252536
2020-03-03 00:00:50,8179674
2020-03-04 00:00:53,8078382
2020-03-05 00:00:56,8028680
2020-03-06 00:00:51,7982388
2020-03-07 00:00:53,7913498
2020-03-08 00:00:52,7798277
2020-03-09 00:00:50,7706310
2020-03-10 00:00:52,7617940
2020-03-11 00:00:48,7534416
2020-03-12 00:00:54,7434556
2020-03-13 00:00:49,7455495
2020-03-14 00:00:55,7373346
2020-03-15 00:00:50,7241183
2020-03-16 00:00:51,7266984
2020-03-17 00:00:52,7252031
2020-03-18 00:00:51,7163797
2020-03-19 00:00:54,7112240
2020-03-20 00:00:51,7104319
2020-03-21 00:00:57,7040982
2020-03-22 00:00:54,7034534
2020-03-23 00:00:53,6985316
2020-03-24 00:00:52,6940756
2020-03-25 00:00:52,6899452
2020-03-26 00:00:59,6805789
2020-03-27 00:00:52,6813339
2020-03-28 00:00:55,6767506
2020-03-29 00:00:53,6607581
2020-03-30 00:01:03,6633128
2020-03-31 00:00:54,6609660
2020-04-01 00:00:54,6586078
2020-04-02 00:01:00,6696506
2020-04-03 00:00:59,6803549
2020-04-04 00:00:56,6798045
2020-04-05 00:01:00,6782400
2020-04-06 00:00:54,6749923
2020-04-07 00:00:55,6784179
2020-04-08 00:00:53,6838183
2020-04-09 00:01:07,6815273
2020-04-10 00:01:17,6796083
2020-04-11 00:01:40,6775148
2020-04-12 00:01:11,6737530
2020-04-13 00:01:09,6727513
2020-04-14 00:01:16,6757288
2020-04-15 00:01:25,6750223
2020-04-16 00:01:20,6720878
2020-04-17 00:01:22,6683760
2020-04-18 00:01:06,6603628
2020-04-19 00:00:56,6565252
2020-04-20 00:00:56,6532265
2020-04-21 00:01:04,6503067
2020-04-22 00:01:03,6486299
2020-04-23 00:01:02,6524793
2020-04-24 00:01:04,6558991
2020-04-25 00:01:11,6575336
2020-04-26 00:01:01,6572656
2020-04-27 00:01:12,6580382
2020-04-28 00:01:14,6659970
2020-04-29 00:01:09,6720210
2020-04-30 00:01:10,6754153
2020-05-01 00:01:18,6775795
2020-05-02 00:01:16,6835631
2020-05-03 00:01:13,6851421
2020-05-04 00:01:13,6881171
2020-05-05 00:01:32,6881401
2020-05-06 00:01:38,6914307
2020-05-07 00:01:35,6919936
2020-05-08 00:01:29,6917787
2020-05-09 00:01:30,6908723
2020-05-10 00:01:25,6861379
2020-05-11 00:01:43,6932680
2020-05-12 00:01:58,6905560
2020-05-13 00:02:25,6913377
2020-05-14 00:02:23,6935081
2020-05-15 00:02:04,6946330
2020-05-16 00:01:50,6918022
2020-05-17 00:01:54,6891813
2020-05-18 00:01:58,6866095
2020-05-19 00:01:55,6831065
2020-05-20 00:01:43,6834211
2020-05-21 00:02:24,6858481
2020-05-22 00:02:46,6860344
2020-05-23 00:02:31,6843696
2020-05-24 00:01:53,6833208
2020-05-25 00:01:36,6833573
2020-05-26 00:01:35,6835036
2020-05-27 00:01:32,6849101
2020-05-28 00:01:50,6829529
2020-05-29 00:01:24,6849053
2020-05-30 00:20:48,6873784
2020-05-31 00:21:09,6842361
2020-06-01 00:22:32,6877614
2020-06-02 00:19:35,6893313
2020-06-03 00:21:09,6923771
2020-07-23 13:17:56,8145758
2020-07-24 00:00:02,8138527
2020-07-25 00:00:02,8100574
2020-07-26 00:00:02,8081933
2020-07-27 00:00:02,8055903
2020-07-28 00:00:01,8036370
2020-07-29 00:00:02,8014848
2020-07-30 00:00:02,7995704
2020-07-31 00:00:02,7969055
2020-08-01 00:00:01,7932337
2020-08-02 00:00:01,7959631
2020-08-03 00:00:02,7930565
2020-08-04 00:00:01,7908736
2020-08-05 00:00:01,7883605
2020-08-06 00:00:01,7857570
2020-08-07 00:00:02,7822875
2020-08-08 00:00:02,7798428
2020-08-09 00:00:02,7784090
2020-08-10 00:00:01,7794476
2020-08-11 00:00:02,7778001
