x,"y
"
2019-04-10 00:02:21,427997192846
2019-04-11 00:03:49,434220351880
2019-04-12 00:03:39,439041448986
2019-04-13 00:01:27,438562864443
2019-04-14 00:06:00,442736625374
2019-04-15 00:01:59,447392274394
2019-04-16 00:02:31,450125287476
2019-04-17 00:02:43,451328321762
2019-04-18 00:15:44,455192668976
2019-04-19 00:02:36,456543633354
2019-04-20 00:02:39,456207756772
2019-04-21 00:02:40,456734059431
2019-04-22 00:02:29,458638429913
2019-04-23 00:05:08,456231890449
2019-04-24 00:05:21,455948797364
2019-04-25 00:05:51,462890341029
2019-04-26 00:02:59,462729491288
2019-04-27 00:02:42,465343331352
2019-04-28 00:03:37,466878477334
2019-04-29 00:04:59,467416231520
2019-04-30 00:03:19,464412457494
2019-05-01 00:03:29,465070681434
2019-05-02 00:02:42,466519616693
2019-05-03 00:01:38,467016374966
2019-05-04 00:03:54,465018449900
2019-05-05 00:03:31,468684254395
2019-05-06 00:02:10,473405018673
2019-05-07 00:04:47,477756562934
2019-05-08 00:04:57,479360711790
2019-05-09 00:03:56,481448820441
2019-05-10 00:02:25,477250641303
2019-05-11 00:04:53,482257606590
2019-05-12 00:02:51,487597279477
2019-05-13 00:04:22,493122761427
2019-05-14 00:02:26,497154068952
2019-05-15 00:03:41,503513430777
2019-05-16 00:03:24,506146610093
2019-05-17 00:05:35,512149926370
2019-05-18 00:03:55,519950851919
2019-05-19 00:03:57,527195152838
2019-05-20 00:03:24,532886822153
2019-05-21 00:03:57,536951132143
2019-05-22 00:05:35,544846962748
2019-05-23 00:09:07,549133172857
2019-05-24 00:24:36,552981558144
2019-05-25 00:29:55,549386636372
2019-05-26 00:49:40,546780950569
2019-05-27 00:29:28,549479488612
2019-05-28 00:24:38,551917261124
2019-05-29 00:27:36,558268418020
2019-05-30 00:16:46,563302672882
2019-05-31 00:26:34,571550694763
2019-06-01 00:27:43,578254563494
2019-06-02 00:24:27,502894398870
2019-06-03 00:42:36,508445219357
2019-06-04 00:28:28,509321569677
2019-06-05 00:30:57,513485565795
2019-06-06 00:19:26,516566062453
2019-06-07 00:15:56,520573961364
2019-06-08 01:04:05,524818303605
2019-06-09 00:50:43,526198979477
2019-06-10 00:56:59,530015819664
2019-06-11 00:19:24,535991314707
2019-06-12 00:04:54,541218634445
2019-06-13 00:06:50,545272998802
2019-06-14 00:07:03,551471683345
2019-06-15 00:03:28,554492151086
2019-06-16 00:03:30,559750103389
2019-06-17 00:42:31,560772447418
2019-06-18 00:45:44,556583796374
2019-06-19 00:28:01,555981704103
2019-06-20 00:04:52,554592959626
2019-06-21 00:06:55,557511814740
2019-06-22 00:02:49,562910732305
2019-06-23 00:01:58,564959611019
2019-06-24 00:01:59,568270879332
2019-06-25 00:03:13,571174621874
2019-06-26 00:02:32,578158903084
2019-06-27 00:02:25,584942867594
2019-06-28 00:02:06,587726441025
2019-06-29 00:02:08,590938118121
2019-06-30 00:02:01,593474959114
2019-07-01 00:03:28,597410814368
2019-07-02 00:01:59,602506856496
2019-07-03 00:02:08,598343835556
2019-07-04 00:02:49,599764573166
2019-07-05 00:01:56,604103203697
2019-07-06 00:02:35,602479011083
2019-07-07 00:02:33,599462743426
2019-07-08 00:02:16,597233982443
2019-07-09 00:01:57,599191579452
2019-07-10 00:02:03,597477754320
2019-07-11 00:02:05,598177810977
2019-07-12 00:01:59,594593650751
2019-07-13 00:02:37,597006131882
2019-07-14 00:01:52,599194677646
2019-07-15 00:02:28,601920466562
2019-07-16 00:02:22,601663015558
2019-07-17 00:02:38,602927430283
2019-07-18 00:01:59,605302089515
2019-07-19 00:02:42,608200517012
2019-07-20 00:02:20,608074192022
2019-07-21 00:01:49,604687729898
2019-07-22 00:01:58,604801855449
2019-07-23 00:02:11,606174014563
2019-07-24 00:02:31,609961565789
2019-07-25 00:03:00,611150504885
2019-07-26 00:02:18,606578787971
2019-07-27 00:02:01,606561651780
2019-07-28 00:01:50,611742204645
2019-07-29 00:01:53,617067899548
2019-07-30 00:02:23,615852917109
2019-07-31 00:03:07,615079493294
2019-08-01 00:03:39,615145054650
2019-08-02 00:03:13,608391403684
2019-08-03 00:05:21,608010013515
2019-08-04 00:03:08,606762971373
2019-08-05 00:02:32,607910688993
2019-08-06 00:03:03,615499327246
2019-08-07 00:02:45,613715668929
2019-08-08 00:03:01,604942667859
2019-08-09 00:02:32,604304021210
2019-08-10 00:06:10,603877190742
2019-08-11 00:02:23,600731829645
2019-08-12 00:06:35,606073842684
2019-08-13 00:03:29,605846256634
2019-08-14 00:02:21,602388622426
2019-08-15 00:02:43,605802704859
2019-08-16 00:03:44,606680846896
2019-08-17 00:02:35,608715283984
2019-08-18 00:02:26,606658455201
2019-08-19 00:11:55,606334864736
2019-08-20 00:03:13,605862810620
2019-08-21 00:05:04,605485235720
2019-08-22 00:05:57,602981487044
2019-08-23 00:15:24,602907437019
2019-08-24 00:02:32,602131217057
2019-08-25 00:03:31,602636444065
2019-08-26 00:02:47,601617691056
2019-08-27 00:03:34,601164868668
2019-08-28 00:03:56,601595164330
2019-08-29 00:04:24,602344164547
2019-08-30 00:03:57,601660029807
2019-08-31 00:03:12,599478503479
2019-09-01 00:10:02,593500008033
2019-09-02 00:03:26,592079609315
2019-09-03 00:04:03,588270057990
2019-09-04 00:04:13,587163015601
2019-09-05 00:04:56,586412131280
2019-09-06 00:05:14,585126626337
2019-09-07 00:04:38,577184815076
2019-09-08 00:04:23,575045409518
2019-09-09 00:04:15,573329946097
2019-09-10 00:03:31,573478544456
2019-09-11 00:03:39,569702089189
2019-09-12 00:04:26,568895804115
2019-09-13 00:07:49,570739341717
2019-09-14 00:07:02,571245171236
2019-09-15 00:04:36,572201766180
2019-09-16 00:04:40,576973727614
2019-09-17 00:05:30,578409400190
2019-09-18 00:03:35,581118153901
2019-09-19 00:03:22,582434594569
2019-09-20 00:07:42,579195167557
2019-09-21 00:05:28,573496518054
2019-09-22 00:03:40,576720943743
2019-09-23 00:05:46,579343168459
2019-09-24 00:06:32,580930232457
2019-09-25 00:07:20,581151371575
2019-09-26 00:02:48,582687691633
2019-09-27 00:07:09,583761105535
2019-09-28 00:07:15,584780586497
2019-09-29 00:08:42,578732889111
2019-09-30 00:07:20,579419886470
2019-10-01 00:04:23,578308794751
2019-10-02 00:11:03,569147264526
2019-10-03 00:09:17,562242933486
2019-10-04 00:09:30,559913182057
2019-10-05 00:06:48,561691607772
2019-10-06 00:03:28,563192112724
2019-10-07 00:10:06,564553338381
2019-10-08 00:04:59,561760693998
2019-10-09 00:10:07,561643793138
2019-10-10 00:06:14,564943481934
2019-10-11 00:05:00,561061612382
2019-10-12 00:05:37,561625390649
2019-10-13 00:08:05,556164497800
2019-10-14 00:02:26,549294731357
2019-10-15 00:04:44,550100388436
2019-10-16 00:04:46,547599314966
2019-10-17 00:06:07,550240790575
2019-10-18 00:03:13,539769350770
2019-10-19 00:03:33,540464892023
2019-10-20 00:04:20,538487056532
2019-10-21 00:04:30,537660172443
2019-10-22 00:05:47,539183784594
2019-10-23 00:02:12,540296505875
2019-10-24 00:02:48,542437223263
2019-10-25 00:03:07,541625612116
2019-10-26 00:02:43,544349820775
2019-10-27 00:03:44,541008985608
2019-10-28 00:02:45,539975312812
2019-10-29 00:03:04,541900268419
2019-10-30 00:02:49,544953875483
2019-10-31 00:03:06,547516174930
2019-11-01 00:06:06,550058017978
2019-11-02 00:03:09,552391923082
2019-11-03 00:03:04,552256863513
2019-11-04 00:05:57,555472227833
2019-11-05 00:02:17,554253619807
2019-11-06 00:02:27,543909224245
2019-11-07 00:05:33,547033652996
2019-11-08 00:03:12,549130331653
2019-11-09 00:03:08,559966667743
2019-11-10 00:02:50,561557453831
2019-11-11 00:03:48,562590782350
2019-11-12 00:03:00,563372936419
2019-11-13 00:02:47,563175751131
2019-11-14 00:03:08,563468526766
2019-11-15 00:02:42,563773281002
2019-11-16 00:02:43,565381442824
2019-11-17 00:05:08,566693770233
2019-11-18 00:04:05,568820732453
2019-11-19 00:03:49,571863004199
2019-11-20 00:02:31,575045647052
2019-11-21 00:02:19,578490481845
2019-11-22 00:03:22,580361785930
2019-11-23 00:05:14,581626144437
2019-11-24 00:02:17,576667569037
2019-11-25 00:02:12,577755645951
2019-11-26 00:03:40,577492757279
2019-11-27 00:02:45,577319031084
2019-11-28 00:04:09,582109483289
2019-11-29 00:03:49,582525819291
2019-11-30 00:02:48,585717053063
2019-12-01 00:02:32,585120712721
2019-12-02 00:02:33,586367344848
2019-12-03 00:03:40,586858832859
2019-12-04 00:03:15,589516562762
2019-12-05 00:02:26,591211233120
2019-12-06 00:02:22,595420507762
2019-12-07 00:02:14,598017805897
2019-12-08 00:14:09,596471374847
2019-12-09 00:02:26,593788454812
2019-12-10 00:15:12,596794433201
2019-12-11 00:01:31,597614427980
2019-12-12 00:01:41,599972446439
2019-12-13 00:01:16,601157759267
2019-12-14 00:01:52,600085872190
2019-12-15 00:01:29,601689522683
2019-12-16 00:01:24,604611747476
2019-12-17 00:01:21,606844725100
2019-12-18 00:01:34,607038236998
2019-12-19 00:01:18,608807560998
2019-12-20 00:01:16,612779792383
2019-12-21 00:01:18,615010709386
2019-12-22 00:01:23,615095670259
2019-12-23 00:01:14,616701132883
2019-12-24 00:01:21,616797093190
2019-12-25 00:01:15,616452111870
2019-12-26 00:01:21,618176843320
2019-12-27 00:01:19,615813517977
2019-12-28 00:01:21,618491589527
2019-12-29 00:01:21,619730443926
2019-12-30 00:01:31,622915278814
2019-12-31 00:01:29,618462266102
2020-01-01 00:01:45,621379685214
2020-01-02 00:01:29,622715806193
2020-01-03 00:01:35,623950772573
2020-01-04 00:01:28,625643187910
2020-01-05 00:01:36,624916212674
2020-01-06 00:01:26,621893707457
2020-01-07 00:01:41,623205629210
2020-01-08 00:01:33,624304580486
2020-01-09 00:01:36,624453243778
2020-01-10 00:01:44,624171449759
2020-01-11 00:01:58,622618966561
2020-01-12 00:02:25,615444268225
2020-01-13 00:02:28,609580300710
2020-01-14 00:02:34,607793287657
2020-01-15 00:02:57,606705584257
2020-01-16 00:02:59,604220275960
2020-01-17 00:02:46,609689142058
2020-01-18 00:02:41,611672721031
2020-01-19 00:02:24,611819487045
2020-01-20 00:02:15,612158869512
2020-01-21 00:02:06,614441295905
2020-01-22 00:02:03,613898440522
2020-01-23 00:01:59,614274037122
2020-01-24 00:02:07,616872593101
2020-01-25 00:01:51,619721120964
2020-01-26 00:02:00,619656839816
2020-01-27 00:02:02,620478451986
2020-01-28 00:02:11,622903206946
2020-01-29 00:02:03,625379797562
2020-01-30 00:02:03,623939127985
2020-01-31 00:02:01,627285703757
2020-02-01 00:01:44,626219106333
2020-02-02 00:01:32,624066105532
2020-02-03 00:01:49,623506082483
2020-02-04 00:01:41,624742822875
2020-02-05 00:01:31,626193299981
2020-02-06 00:02:29,582285521254
2020-02-07 00:01:43,574758774979
2020-02-08 00:01:30,564906367217
2020-02-09 00:01:35,560966397944
2020-02-10 00:00:51,555759629387
2020-02-11 00:00:54,553969122119
2020-02-12 00:00:51,548958839483
2020-02-13 00:00:53,545886151885
2020-02-14 00:00:53,537735310446
2020-02-15 00:00:46,530662121612
2020-02-16 00:00:49,511536057691
2020-02-17 00:00:45,514127925577
2020-02-18 00:00:44,497648947191
2020-02-19 00:00:45,479325337544
2020-02-20 00:00:45,474144381963
2020-02-21 00:00:43,469745150944
2020-02-22 00:00:40,464072700957
2020-02-23 00:00:49,461818191980
2020-02-24 00:00:47,438853207601
2020-02-25 00:00:48,436362760747
2020-02-26 00:00:47,434376655522
2020-02-27 00:00:48,426917946480
2020-02-28 00:00:48,434651332979
2020-02-29 00:00:43,435022245160
2020-03-01 00:00:51,440848085235
2020-03-02 00:00:50,443398716919
2020-03-03 00:00:50,448809525499
2020-03-04 00:00:53,453041181201
2020-03-05 00:00:56,459535605116
2020-03-06 00:00:51,463428199627
2020-03-07 00:00:53,467949041162
2020-03-08 00:00:52,475386091666
2020-03-09 00:00:50,479391485856
2020-03-10 00:00:52,482852107108
2020-03-11 00:00:48,489030903694
2020-03-12 00:00:54,476726412322
2020-03-13 00:00:49,474490859973
2020-03-14 00:00:55,477104847065
2020-03-15 00:00:50,478118952069
2020-03-16 00:00:51,479556455682
2020-03-17 00:00:52,482377944299
2020-03-18 00:00:51,486237543191
2020-03-19 00:00:54,493056848788
2020-03-20 00:00:51,495816459368
2020-03-21 00:00:57,499634846712
2020-03-22 00:00:54,504286485486
2020-03-23 00:00:53,499925064083
2020-03-24 00:00:52,502053083725
2020-03-25 00:00:52,506123403099
2020-03-26 00:00:59,509033352896
2020-03-27 00:00:52,508430627208
2020-03-28 00:00:55,511248725713
2020-03-29 00:00:53,513929645110
2020-03-30 00:01:03,515940893396
2020-03-31 00:00:54,517685414329
2020-04-01 00:00:54,520390489686
2020-04-02 00:01:00,524416817065
2020-04-03 00:00:59,523662625939
2020-04-04 00:00:56,527020694193
2020-04-05 00:01:00,527503597994
2020-04-06 00:00:54,529699616726
2020-04-07 00:00:55,528186290287
2020-04-08 00:00:53,530662390038
2020-04-09 00:01:07,534308004484
2020-04-10 00:01:17,535581194919
2020-04-11 00:01:40,542145848142
2020-04-12 00:01:11,542003412675
2020-04-13 00:01:09,540986587948
2020-04-14 00:01:16,540908858701
2020-04-15 00:01:25,543489311711
2020-04-16 00:01:20,547189826028
2020-04-17 00:01:22,550831353919
2020-04-18 00:01:06,554074488231
2020-04-19 00:00:56,550417873841
2020-04-20 00:00:56,551998148429
2020-04-21 00:01:04,557022116901
2020-04-22 00:01:03,560191978952
2020-04-23 00:01:02,564239006652
2020-04-24 00:01:04,557320588917
2020-04-25 00:01:11,560255816484
2020-04-26 00:01:01,559440651052
2020-04-27 00:01:12,559356674401
2020-04-28 00:01:14,558969819119
2020-04-29 00:01:09,559428417397
2020-04-30 00:01:10,560464964660
2020-05-01 00:01:18,569460182171
2020-05-02 00:01:16,566264038247
2020-05-03 00:01:13,568817853443
2020-05-04 00:01:13,568702210897
2020-05-05 00:01:32,572115180593
2020-05-06 00:01:38,575302096830
2020-05-07 00:01:35,579143144545
2020-05-08 00:01:29,578763400370
2020-05-09 00:01:30,581375241906
2020-05-10 00:01:25,583397946006
2020-05-11 00:01:43,583727447008
2020-05-12 00:01:58,586005436816
2020-05-13 00:02:25,593138844406
2020-05-14 00:02:23,598810845142
2020-05-15 00:02:04,589786860666
2020-05-16 00:01:50,591571722077
2020-05-17 00:01:54,593560409186
2020-05-18 00:01:58,598139223726
2020-05-19 00:01:55,590447905951
2020-05-20 00:01:43,596342489953
2020-05-21 00:02:24,602169149526
2020-05-22 00:02:46,610274191882
2020-05-23 00:02:31,615995728153
2020-05-24 00:01:53,612272317536
2020-05-25 00:01:36,617906155494
2020-05-26 00:01:35,621753770335
2020-05-27 00:01:32,624192901272
2020-05-28 00:01:50,630678178726
2020-05-29 00:01:24,633782216836
2020-05-30 00:20:48,641356943294
2020-05-31 00:21:09,649269641833
2020-06-01 00:22:32,652788146763
2020-06-02 00:19:35,656256164258
2020-06-03 00:21:09,656687594870
2020-07-23 13:17:56,872736188390
2020-07-24 00:00:02,868464482346
2020-07-25 00:00:02,870293634176
2020-07-26 00:00:02,874019040724
2020-07-27 00:00:02,877256108099
2020-07-28 00:00:01,874743574605
2020-07-29 00:00:02,882110954718
2020-07-30 00:00:02,878800110733
2020-07-31 00:00:02,874429805591
2020-08-01 00:00:01,877059162724
2020-08-02 00:00:01,880055256531
2020-08-03 00:00:02,879693008320
2020-08-04 00:00:01,882058715124
2020-08-05 00:00:01,882582519466
2020-08-06 00:00:01,899740402086
2020-08-07 00:00:02,906189638751
2020-08-08 00:00:02,911793456086
2020-08-09 00:00:02,907232391512
2020-08-10 00:00:01,902688041694
2020-08-11 00:00:02,898286400225
2020-08-12 00:00:01,897787211252
2020-08-13 00:00:02,896303775038
2020-08-14 00:00:01,891267436597
2020-08-15 00:00:01,890383555576
