x,"y
"
2019-04-04 00:02:29,803111840
2019-04-05 00:02:15,808310678
2019-04-06 00:01:43,813402418
2019-04-07 00:02:04,818547126
2019-04-08 00:02:15,823442258
2019-04-09 00:02:09,828448019
2019-04-10 00:02:21,833319582
2019-04-11 00:03:49,838601381
2019-04-12 00:03:39,844005430
2019-04-13 00:01:27,849510882
2019-04-14 00:06:00,854718413
2019-04-15 00:01:59,859804075
2019-04-16 00:02:31,867462177
2019-04-17 00:02:43,873234489
2019-04-18 00:15:44,879203646
2019-04-19 00:02:36,885059594
2019-04-20 00:02:39,889709026
2019-04-21 00:02:40,892783745
2019-04-22 00:02:29,895176819
2019-04-23 00:05:08,897369011
2019-04-24 00:05:21,899776766
2019-04-25 00:05:51,895365322
2019-04-26 00:02:59,897460133
2019-04-27 00:02:42,900026050
2019-04-28 00:03:37,902318822
2019-04-29 00:04:59,905019469
2019-04-30 00:03:19,907645344
2019-05-01 00:03:29,910879368
2019-05-02 00:02:42,914432621
2019-05-03 00:01:38,916928992
2019-05-04 00:03:54,921043781
2019-05-05 00:03:31,926052621
2019-05-06 00:02:10,930631254
2019-05-07 00:04:47,934767156
2019-05-08 00:04:57,938159280
2019-05-09 00:03:56,941351084
2019-05-10 00:02:25,898557003
2019-05-11 00:04:53,884557518
2019-05-12 00:02:51,876821163
2019-05-13 00:04:22,870931105
2019-05-14 00:02:26,857232130
2019-05-15 00:03:41,845687805
2019-05-16 00:03:24,842316563
2019-05-17 00:05:35,834973192
2019-05-18 00:03:55,837097748
2019-05-19 00:03:57,837695970
2019-05-20 00:03:24,805279912
2019-05-21 00:03:57,799565588
2019-05-22 00:05:35,796576567
2019-05-23 00:09:07,798279824
2019-05-24 00:24:36,793351911
2019-05-25 00:29:55,788919428
2019-05-26 00:49:40,780879088
2019-05-27 00:29:28,778095417
2019-05-28 00:24:38,768351604
2019-05-29 00:27:36,758579033
2019-05-30 00:16:46,750488165
2019-05-31 00:26:34,728866083
2019-06-01 00:27:43,713011161
2019-06-02 00:24:27,695466680
2019-06-03 00:42:36,686751505
2019-06-04 00:28:28,679092782
2019-06-05 00:30:57,669696135
2019-06-06 00:19:26,661580371
2019-06-07 00:15:56,653595166
2019-06-08 01:04:05,646814800
2019-06-09 00:50:43,644950412
2019-06-10 00:56:59,644860778
2019-06-11 00:19:24,637624710
2019-06-12 00:04:54,631179687
2019-06-13 00:06:50,631863541
2019-06-14 00:07:03,633329460
2019-06-15 00:03:28,633452722
2019-06-16 00:03:30,637291451
2019-06-17 00:42:31,633780002
2019-06-18 00:45:44,634097438
2019-06-19 00:28:01,625865905
2019-06-20 00:04:52,617143072
2019-06-21 00:06:55,607643484
2019-06-22 00:02:49,597207312
2019-06-23 00:01:58,583885386
2019-06-24 00:01:59,574315294
2019-06-25 00:03:13,561579291
2019-06-26 00:02:32,552980381
2019-06-27 00:02:25,543741482
2019-06-28 00:02:06,534577992
2019-06-29 00:02:08,526679339
2019-06-30 00:02:01,521410378
2019-07-01 00:03:28,511316251
2019-07-02 00:01:59,503921880
2019-07-03 00:02:08,496772733
2019-07-04 00:02:49,490430528
2019-07-05 00:01:56,484045445
2019-07-06 00:02:35,479180505
2019-07-07 00:02:33,474067074
2019-07-08 00:02:16,471170071
2019-07-09 00:01:57,467792757
2019-07-10 00:02:03,466191444
2019-07-11 00:02:05,465241347
2019-07-12 00:01:59,464305755
2019-07-13 00:02:37,464808893
2019-07-14 00:01:52,465052283
2019-07-15 00:02:28,463783470
2019-07-16 00:02:22,462688493
2019-07-17 00:02:38,462933554
2019-07-18 00:01:59,462393243
2019-07-19 00:02:42,459487113
2019-07-20 00:02:20,460720797
2019-07-21 00:01:49,461593558
2019-07-22 00:01:58,460520560
2019-07-23 00:02:11,459311601
2019-07-24 00:02:31,460344735
2019-07-25 00:03:00,459330447
2019-07-26 00:02:18,461094750
2019-07-27 00:02:01,460778683
2019-07-28 00:01:50,459829017
2019-07-29 00:01:53,458571893
2019-07-30 00:02:23,460338080
2019-07-31 00:03:07,459606611
2019-08-01 00:03:39,460042046
2019-08-02 00:03:13,459637436
2019-08-03 00:05:21,461029332
2019-08-04 00:03:08,463375852
2019-08-05 00:02:32,465803194
2019-08-06 00:03:03,468945789
2019-08-07 00:02:45,471595728
2019-08-08 00:03:01,473417272
2019-08-09 00:02:32,475015564
2019-08-10 00:06:10,473509416
2019-08-11 00:02:23,469375035
2019-08-12 00:06:35,471856460
2019-08-13 00:03:29,465956325
2019-08-14 00:02:21,468500730
2019-08-15 00:02:43,470028853
2019-08-16 00:03:44,474004854
2019-08-17 00:02:35,475884183
2019-08-18 00:02:26,478445933
2019-08-19 00:11:55,481483771
2019-08-20 00:03:13,484552149
2019-08-21 00:05:04,482677909
2019-08-22 00:05:57,482687218
2019-08-23 00:15:24,483515106
2019-08-24 00:02:32,485985115
2019-08-25 00:03:31,483294336
2019-08-26 00:02:47,484787488
2019-08-27 00:03:34,486524831
2019-08-28 00:03:56,484304590
2019-08-29 00:04:24,484753525
2019-08-30 00:03:57,486701909
2019-08-31 00:03:12,489337820
2019-09-01 00:10:02,492063247
2019-09-02 00:03:26,493059012
2019-09-03 00:04:03,495225614
2019-09-04 00:04:13,494041139
2019-09-05 00:04:56,493771961
2019-09-06 00:05:14,497114146
2019-09-07 00:04:38,501773035
2019-09-08 00:04:23,507453665
2019-09-09 00:04:15,510971770
2019-09-10 00:03:31,515740796
2019-09-11 00:03:39,520633886
2019-09-12 00:04:26,521637533
2019-09-13 00:07:49,527057268
2019-09-14 00:07:02,533103950
2019-09-15 00:04:36,538719105
2019-09-16 00:04:40,546110683
2019-09-17 00:05:30,551672099
2019-09-18 00:03:35,557373845
2019-09-19 00:03:22,560279520
2019-09-20 00:07:42,559914829
2019-09-21 00:05:28,563833395
2019-09-22 00:03:40,568882669
2019-09-23 00:05:46,573113516
2019-09-24 00:06:32,575680115
2019-09-25 00:07:20,576206765
2019-09-26 00:02:48,578012692
2019-09-27 00:07:09,578390516
2019-09-28 00:07:15,580162839
2019-09-29 00:08:42,579235385
2019-09-30 00:07:20,581463771
2019-10-01 00:04:23,586619971
2019-10-02 00:11:03,586908386
2019-10-03 00:09:17,590875652
2019-10-04 00:09:30,592911162
2019-10-05 00:06:48,594193973
2019-10-06 00:03:28,590891964
2019-10-07 00:10:06,588779605
2019-10-08 00:04:59,589445715
2019-10-09 00:10:07,589767096
2019-10-10 00:06:14,589406074
2019-10-11 00:05:00,589592897
2019-10-12 00:05:37,591451528
2019-10-13 00:08:05,593268619
2019-10-14 00:02:26,593911999
2019-10-15 00:04:44,595525848
2019-10-16 00:04:46,597661611
2019-10-17 00:06:07,598830786
2019-10-18 00:03:13,594958908
2019-10-19 00:03:33,595368389
2019-10-20 00:04:20,597739177
2019-10-21 00:04:30,601305179
2019-10-22 00:05:47,599723457
2019-10-23 00:02:12,599543420
2019-10-24 00:02:48,598944846
2019-10-25 00:03:07,598732608
2019-10-26 00:02:43,602069614
2019-10-27 00:03:44,606675588
2019-10-28 00:02:45,606572418
2019-10-29 00:03:04,610211285
2019-10-30 00:02:49,613540092
2019-10-31 00:03:06,617063505
2019-11-01 00:06:06,620101584
2019-11-02 00:03:09,621033048
2019-11-03 00:03:04,624635373
2019-11-04 00:05:57,626214580
2019-11-05 00:02:17,625651118
2019-11-06 00:02:27,624906706
2019-11-07 00:05:33,626282755
2019-11-08 00:03:12,629607193
2019-11-09 00:03:08,626933280
2019-11-10 00:02:50,630088726
2019-11-11 00:03:48,636299845
2019-11-12 00:03:00,643225330
2019-11-13 00:02:47,648867817
2019-11-14 00:03:08,655245777
2019-11-15 00:02:42,659035055
2019-11-16 00:02:43,664562296
2019-11-17 00:05:08,668301188
2019-11-18 00:04:05,671195994
2019-11-19 00:03:49,676638397
2019-11-20 00:02:31,682122269
2019-11-21 00:02:19,686598274
2019-11-22 00:03:22,689570460
2019-11-23 00:05:14,693938820
2019-11-24 00:02:17,697850901
2019-11-25 00:02:12,702501016
2019-11-26 00:03:40,706276206
2019-11-27 00:02:45,707262868
2019-11-28 00:04:09,713061469
2019-11-29 00:03:49,709405328
2019-11-30 00:02:48,712315428
2019-12-01 00:02:32,715566432
2019-12-02 00:02:33,720033504
2019-12-03 00:03:40,722111038
2019-12-04 00:03:15,724325625
2019-12-05 00:02:26,730261591
2019-12-06 00:02:22,733890291
2019-12-07 00:02:14,738857819
2019-12-08 00:14:09,739209609
2019-12-09 00:02:26,741357317
2019-12-10 00:15:12,741445282
2019-12-11 00:01:31,744986930
2019-12-12 00:01:41,744909710
2019-12-13 00:01:16,749223319
2019-12-14 00:01:52,743209634
2019-12-15 00:01:29,746469397
2019-12-16 00:01:24,750115546
2019-12-17 00:01:21,753118291
2019-12-18 00:01:34,751591922
2019-12-19 00:01:18,746839709
2019-12-20 00:01:16,742880128
2019-12-21 00:01:18,744095692
2019-12-22 00:01:23,744677448
2019-12-23 00:01:14,748454379
2019-12-24 00:01:21,750385672
2019-12-25 00:01:15,746981843
2019-12-26 00:01:21,746346077
2019-12-27 00:01:19,744103531
2019-12-28 00:01:21,748644671
2019-12-29 00:01:21,748260414
2019-12-30 00:01:31,746627082
2019-12-31 00:01:29,751812391
2020-01-01 00:01:45,756659893
2020-01-02 00:01:29,756148219
2020-01-03 00:01:35,759250308
2020-01-04 00:01:28,758306779
2020-01-05 00:01:36,756252149
2020-01-06 00:01:26,758414909
2020-01-07 00:01:41,763824462
2020-01-08 00:01:33,765781936
2020-01-09 00:01:36,770716221
2020-01-10 00:01:44,772681404
2020-01-11 00:01:58,775071498
2020-01-12 00:02:25,774263642
2020-01-13 00:02:28,771631114
2020-01-14 00:02:34,770793406
2020-01-15 00:02:57,770804873
2020-01-16 00:02:59,771801983
2020-01-17 00:02:46,767809540
2020-01-18 00:02:41,768111635
2020-01-19 00:02:24,768340313
2020-01-20 00:02:15,769312357
2020-01-21 00:02:06,769416928
2020-01-22 00:02:03,769656188
2020-01-23 00:01:59,772786437
2020-01-24 00:02:07,776633132
2020-01-25 00:01:51,780506378
2020-01-26 00:02:00,782391022
2020-01-27 00:02:02,785643542
2020-01-28 00:02:11,788403314
2020-01-29 00:02:03,791957834
2020-01-30 00:02:03,796560764
2020-01-31 00:02:01,795232967
2020-02-01 00:01:44,798937505
2020-02-02 00:01:32,800598781
2020-02-03 00:01:49,797718389
2020-02-04 00:01:41,802108670
2020-02-05 00:01:31,804169936
2020-02-06 00:02:29,797422574
2020-02-07 00:01:43,800252176
2020-02-08 00:01:30,804390024
2020-02-09 00:01:35,801095136
2020-02-10 00:00:51,801086425
2020-02-11 00:00:54,791911393
2020-02-12 00:00:51,795867904
2020-02-13 00:00:53,799568369
2020-02-14 00:00:53,803309385
2020-02-15 00:00:46,808601081
2020-02-16 00:00:49,809450173
2020-02-17 00:00:45,816568554
2020-02-18 00:00:44,819505887
2020-02-19 00:00:45,827182435
2020-02-20 00:00:45,827101727
2020-02-21 00:00:43,837040272
2020-02-22 00:00:40,838407681
2020-02-23 00:00:49,844289726
2020-02-24 00:00:47,849001873
2020-02-25 00:00:48,847404926
2020-02-26 00:00:47,851909803
2020-02-27 00:00:48,853115492
2020-02-28 00:00:48,852324299
2020-02-29 00:00:43,861545732
2020-03-01 00:00:51,867289054
2020-03-02 00:00:50,861896371
2020-03-03 00:00:50,866190932
2020-03-04 00:00:53,873434369
2020-03-05 00:00:56,867485390
2020-03-06 00:00:51,868741587
2020-03-07 00:00:53,870146542
2020-03-08 00:00:52,869352260
2020-03-09 00:00:50,867426826
2020-03-10 00:00:52,869954741
2020-03-11 00:00:48,869120211
2020-03-12 00:00:54,872051817
2020-03-13 00:00:49,868359975
2020-03-14 00:00:55,875245422
2020-03-15 00:00:50,867181949
2020-03-16 00:00:51,863321903
2020-03-17 00:00:52,865649485
2020-03-18 00:00:51,862311709
2020-03-19 00:00:54,862449726
2020-03-20 00:00:51,863870251
2020-03-21 00:00:57,865146248
2020-03-22 00:00:54,869754493
2020-03-23 00:00:53,865896934
2020-03-24 00:00:52,863784750
2020-03-25 00:00:52,859947459
2020-03-26 00:00:59,858275193
2020-03-27 00:00:52,862224846
2020-03-28 00:00:55,866438244
2020-03-29 00:00:53,871967071
2020-03-30 00:01:03,864043553
2020-03-31 00:00:54,870333319
2020-04-01 00:00:54,876267061
2020-04-02 00:01:00,882795770
2020-04-03 00:00:59,887800648
2020-04-04 00:00:56,892200526
2020-04-05 00:01:00,889201249
2020-04-06 00:00:54,889289655
2020-04-07 00:00:55,881479642
2020-04-08 00:00:53,881128793
2020-04-09 00:01:07,887458504
2020-04-10 00:01:17,888666016
2020-04-11 00:01:40,885249646
2020-04-12 00:01:11,879959122
2020-04-13 00:01:09,882733961
2020-04-14 00:01:16,885529979
2020-04-15 00:01:25,884080788
2020-04-16 00:01:20,891361832
2020-04-17 00:01:22,889090294
2020-04-18 00:01:06,884553177
2020-04-19 00:00:56,876130718
2020-04-20 00:00:56,876051503
2020-04-21 00:01:04,877578657
2020-04-22 00:01:03,877553820
2020-04-23 00:01:02,876532170
2020-04-24 00:01:04,872030876
2020-04-25 00:01:11,876725668
2020-04-26 00:01:01,873347684
2020-04-27 00:01:12,872921946
2020-04-28 00:01:14,874496306
2020-04-29 00:01:09,869374991
2020-04-30 00:01:10,867190083
2020-05-01 00:01:18,870303597
2020-05-02 00:01:16,866641464
2020-05-03 00:01:13,871527225
2020-05-04 00:01:13,867686588
2020-05-05 00:01:32,866112198
2020-05-06 00:01:38,871464292
2020-05-07 00:01:35,872868226
2020-05-08 00:01:29,874181266
2020-05-09 00:01:30,870795912
2020-05-10 00:01:25,875221301
