x,"y
"
2019-04-04 00:02:29,71443985
2019-04-05 00:02:15,71662349
2019-04-06 00:01:43,72327074
2019-04-07 00:02:04,74025614
2019-04-08 00:02:15,75228898
2019-04-09 00:02:09,77096861
2019-04-10 00:02:21,77400999
2019-04-11 00:03:49,77682693
2019-04-12 00:03:39,77968167
2019-04-13 00:01:27,78240427
2019-04-14 00:06:00,78488210
2019-04-15 00:01:59,79690978
2019-04-16 00:02:31,80055871
2019-04-17 00:02:43,81975836
2019-04-18 00:15:44,82203073
2019-04-19 00:02:36,82522988
2019-04-20 00:02:39,82691898
2019-04-21 00:02:40,82789859
2019-04-22 00:02:29,82955471
2019-04-23 00:05:08,83151489
2019-04-24 00:05:21,83372639
2019-04-25 00:05:51,83505001
2019-04-26 00:02:59,83698206
2019-04-27 00:02:42,83870305
2019-04-28 00:03:37,92505600
2019-04-29 00:04:59,92232038
2019-04-30 00:03:19,92379804
2019-05-01 00:03:29,92580119
2019-05-02 00:02:42,92763783
2019-05-03 00:01:38,92953857
2019-05-04 00:03:54,93024017
2019-05-05 00:03:31,93201073
2019-05-06 00:02:10,93343096
2019-05-07 00:04:47,93530484
2019-05-08 00:04:57,93730124
2019-05-09 00:03:56,93958236
2019-05-10 00:02:25,93297773
2019-05-11 00:04:53,93159509
2019-05-12 00:02:51,93193479
2019-05-13 00:04:22,93234469
2019-05-14 00:02:26,93144235
2019-05-15 00:03:41,93070640
2019-05-16 00:03:24,93258400
2019-05-17 00:05:35,93203273
2019-05-18 00:03:55,93504082
2019-05-19 00:03:57,93669779
2019-05-20 00:03:24,93289292
2019-05-21 00:03:57,93284779
2019-05-22 00:05:35,93336591
2019-05-23 00:09:07,93268859
2019-05-24 00:24:36,93269358
2019-05-25 00:29:55,93095531
2019-05-26 00:49:40,92582349
2019-05-27 00:29:28,92107946
2019-05-28 00:24:38,91811661
2019-05-29 00:27:36,91643846
2019-05-30 00:16:46,91607020
2019-05-31 00:26:34,91291056
2019-06-01 00:27:43,91046528
2019-06-02 00:24:27,84845066
2019-06-03 00:42:36,84704307
2019-06-04 00:28:28,84523322
2019-06-05 00:30:57,84553559
2019-06-06 00:19:26,84526314
2019-06-07 00:15:56,84321503
2019-06-08 01:04:05,84236650
2019-06-09 00:50:43,84212061
2019-06-10 00:56:59,84351904
2019-06-11 00:19:24,84233928
2019-06-12 00:04:54,84111506
2019-06-13 00:06:50,84067438
2019-06-14 00:07:03,84094138
2019-06-15 00:03:28,84004234
2019-06-16 00:03:30,83856261
2019-06-17 00:42:31,83243671
2019-06-18 00:45:44,82186365
2019-06-19 00:28:01,81496486
2019-06-20 00:04:52,80726415
2019-06-21 00:06:55,79987328
2019-06-22 00:02:49,79419877
2019-06-23 00:01:58,78485721
2019-06-24 00:01:59,77821791
2019-06-25 00:03:13,76920048
2019-06-26 00:02:32,76378171
2019-06-27 00:02:25,75680687
2019-06-28 00:02:06,74857482
2019-06-29 00:02:08,74208070
2019-06-30 00:02:01,73537065
2019-07-01 00:03:28,72838744
2019-07-02 00:01:59,72353987
2019-07-03 00:02:08,71785109
2019-07-04 00:02:49,71276084
2019-07-05 00:01:56,70747244
2019-07-06 00:02:35,70227597
2019-07-07 00:02:33,69649919
2019-07-08 00:02:16,69221143
2019-07-09 00:01:57,68744730
2019-07-10 00:02:03,68101185
2019-07-11 00:02:05,67667022
2019-07-12 00:01:59,67270965
2019-07-13 00:02:37,66863036
2019-07-14 00:01:52,66416102
2019-07-15 00:02:28,65969561
2019-07-16 00:02:22,65458776
2019-07-17 00:02:38,65093872
2019-07-18 00:01:59,64741045
2019-07-19 00:02:42,64330737
2019-07-20 00:02:20,64033107
2019-07-21 00:01:49,63759257
2019-07-22 00:01:58,63438179
2019-07-23 00:02:11,63091304
2019-07-24 00:02:31,62656699
2019-07-25 00:03:00,62334313
2019-07-26 00:02:18,62033929
2019-07-27 00:02:01,61756754
2019-07-28 00:01:50,61379395
2019-07-29 00:01:53,60982485
2019-07-30 00:02:23,60712965
2019-07-31 00:03:07,60431510
2019-08-01 00:03:39,60284130
2019-08-02 00:03:13,60007511
2019-08-03 00:05:21,59671154
2019-08-04 00:03:08,59466871
2019-08-05 00:02:32,59267538
