x,"y
"
2019-04-04 00:02:29,98596575
2019-04-05 00:02:15,99036952
2019-04-06 00:01:43,100506393
2019-04-07 00:02:04,103085550
2019-04-08 00:02:15,104562312
2019-04-09 00:02:09,107085534
2019-04-10 00:02:21,107607836
2019-04-11 00:03:49,108181463
2019-04-12 00:03:39,108629056
2019-04-13 00:01:27,109069762
2019-04-14 00:06:00,109569822
2019-04-15 00:01:59,112290731
2019-04-16 00:02:31,112786266
2019-04-17 00:02:43,115591721
2019-04-18 00:15:44,115862903
2019-04-19 00:02:36,116064658
2019-04-20 00:02:39,116194951
2019-04-21 00:02:40,115941590
2019-04-22 00:02:29,116023188
2019-04-23 00:05:08,116183553
2019-04-24 00:05:21,116412342
2019-04-25 00:05:51,116465192
2019-04-26 00:02:59,116589431
2019-04-27 00:02:42,116658742
2019-04-28 00:03:37,124315780
2019-04-29 00:04:59,124446913
2019-04-30 00:03:19,124668106
2019-05-01 00:03:29,124917357
2019-05-02 00:02:42,125089587
2019-05-03 00:01:38,125135779
2019-05-04 00:03:54,125086269
2019-05-05 00:03:31,125124977
2019-05-06 00:02:10,125095115
2019-05-07 00:04:47,125067316
2019-05-08 00:04:57,125314619
2019-05-09 00:03:56,125547198
2019-05-10 00:02:25,125789153
2019-05-11 00:04:53,125735034
2019-05-12 00:02:51,126064829
2019-05-13 00:04:22,126329036
2019-05-14 00:02:26,126516960
2019-05-15 00:03:41,126614651
2019-05-16 00:03:24,126909928
2019-05-17 00:05:35,127056604
2019-05-18 00:03:55,127404418
2019-05-19 00:03:57,127782144
2019-05-20 00:03:24,127803882
2019-05-21 00:03:57,127962574
2019-05-22 00:05:35,128079809
2019-05-23 00:09:07,128108166
2019-05-24 00:24:36,128095084
2019-05-25 00:29:55,127206447
2019-05-26 00:49:40,124359699
2019-05-27 00:29:28,122694364
2019-05-28 00:24:38,121548947
2019-05-29 00:27:36,120785624
2019-05-30 00:16:46,120593912
2019-05-31 00:26:34,120372413
2019-06-01 00:27:43,120277740
2019-06-02 00:24:27,117011951
2019-06-03 00:42:36,116806424
2019-06-04 00:28:28,116626759
2019-06-05 00:30:57,116597718
2019-06-06 00:19:26,116606156
2019-06-07 00:15:56,116631099
2019-06-08 01:04:05,116810090
2019-06-09 00:50:43,116913008
2019-06-10 00:56:59,116963090
2019-06-11 00:19:24,117036790
2019-06-12 00:04:54,116933152
2019-06-13 00:06:50,116535770
2019-06-14 00:07:03,116048465
2019-06-15 00:03:28,115317790
2019-06-16 00:03:30,114434368
2019-06-17 00:42:31,112669704
2019-06-18 00:45:44,110039280
2019-06-19 00:28:01,108306151
2019-06-20 00:04:52,106112862
2019-06-21 00:06:55,104083697
2019-06-22 00:02:49,102630451
2019-06-23 00:01:58,100880966
2019-06-24 00:01:59,99558773
2019-06-25 00:03:13,98337918
2019-06-26 00:02:32,97769952
2019-06-27 00:02:25,96839932
2019-06-28 00:02:06,96039004
2019-06-29 00:02:08,95492538
2019-06-30 00:02:01,95201509
2019-07-01 00:03:28,94706664
2019-07-02 00:01:59,94550477
2019-07-03 00:02:08,94056681
2019-07-04 00:02:49,93598101
2019-07-05 00:01:56,93238283
2019-07-06 00:02:35,92852663
2019-07-07 00:02:33,92364331
2019-07-08 00:02:16,92116119
2019-07-09 00:01:57,91875168
2019-07-10 00:02:03,91462303
2019-07-11 00:02:05,91095835
2019-07-12 00:01:59,90824334
2019-07-13 00:02:37,90360977
2019-07-14 00:01:52,89964920
2019-07-15 00:02:28,89483392
2019-07-16 00:02:22,88843927
2019-07-17 00:02:38,88346270
2019-07-18 00:01:59,87916947
2019-07-19 00:02:42,87443814
2019-07-20 00:02:20,87035589
2019-07-21 00:01:49,86664484
2019-07-22 00:01:58,86357395
2019-07-23 00:02:11,86035340
2019-07-24 00:02:31,85860131
2019-07-25 00:03:00,85468821
2019-07-26 00:02:18,85086654
2019-07-27 00:02:01,84597387
2019-07-28 00:01:50,84082210
2019-07-29 00:01:53,83750217
2019-07-30 00:02:23,83247300
2019-07-31 00:03:07,82930717
2019-08-01 00:03:39,82753436
2019-08-02 00:03:13,82344637
2019-08-03 00:05:21,81837004
2019-08-04 00:03:08,81449806
2019-08-05 00:02:32,81309366
2019-08-06 00:03:03,80917499
2019-08-07 00:02:45,80541889
2019-08-08 00:03:01,80119901
2019-08-09 00:02:32,79763620
2019-08-10 00:06:10,79216817
2019-08-11 00:02:23,78748328
2019-08-12 00:06:35,78301110
2019-08-13 00:03:29,77817008
2019-08-14 00:02:21,77170275
2019-08-15 00:02:43,76904760
2019-08-16 00:03:44,76624395
2019-08-17 00:02:35,76277899
2019-08-18 00:02:26,76055389
2019-08-19 00:11:55,75665441
2019-08-20 00:03:13,75396925
2019-08-21 00:05:04,75001719
2019-08-22 00:05:57,74613630
2019-08-23 00:15:24,74433124
2019-08-24 00:02:32,74160743
2019-08-25 00:03:31,73946588
2019-08-26 00:02:47,73812337
2019-08-27 00:03:34,73790855
2019-08-28 00:03:56,73378011
2019-08-29 00:04:24,73174520
2019-08-30 00:03:57,72907814
2019-08-31 00:03:12,72789617
2019-09-01 00:10:02,72475753
2019-09-02 00:03:26,72430624
2019-09-03 00:04:03,72340220
2019-09-04 00:04:13,72116309
2019-09-05 00:04:56,72150305
2019-09-06 00:05:14,72095035
2019-09-07 00:04:38,72032892
2019-09-08 00:04:23,72111070
2019-09-09 00:04:15,72068599
2019-09-10 00:03:31,72112399
2019-09-11 00:03:39,72041497
2019-09-12 00:04:26,72056992
2019-09-13 00:07:49,72094675
2019-09-14 00:07:02,71965564
2019-09-15 00:04:36,72121511
2019-09-16 00:04:40,72335446
2019-09-17 00:05:30,72264534
2019-09-18 00:03:35,72186648
2019-09-19 00:03:22,72177414
2019-09-20 00:07:42,72169686
2019-09-21 00:05:28,72296366
2019-09-22 00:03:40,72490846
2019-09-23 00:05:46,72560203
2019-09-24 00:06:32,72635237
2019-09-25 00:07:20,72594469
2019-09-26 00:02:48,72689624
